Parameter,Start,End,Freq Lower Bound (mHz),Freq Upper Bound (mHz),FHB,PG5,GHB,PG4,SKT,STF,PG3,ATU,PG2,GDH,UMQ,PG1,PG0,UPN,KUV,SVS,THL,Arctic Maximum,Arctic Mean,Arctic Standard Deviation,Arctic Coefficient of Variation,Arctic Maximum GEOLON,Arctic Maximum GEOLAT,Arctic Maximum AACGMLON,Arctic Maximum AACGMLAT,Antarctic Maximum,Antarctic Mean,Antarctic Standard Deviation,Antarctic Coefficient of Variation,Antarctic Maximum GEOLON,Antarctic Maximum GEOLAT,Antarctic Maximum AACGMLON,Antarctic Maximum AACGMLAT
By,2015-04-02 19:23:17,2015-04-02 20:53:17,2.5,3,49716.03776681059,Error,146274.94739078873,7.9133216476392665,243784.5944145468,205969.7538836706,0.5326611288384072,358466.5629572724,0.5148362148145662,365549.07173617336,292068.04810947727,0.5817737256535503,0.5403618105109981,Error,428102.3606977057,425394.30043433356,498075.2059767858,498075.2059767858,301340.0883367565,133192.7259515219,44.200135032374135,290.77,77.47,29.24,84.72,7.9133216476392665,2.0165909054913578,2.948447077999654,146.20948006711566,12.25,-83.34,36.39,-70.83
Bz,2015-04-02 19:23:17,2015-04-02 20:53:17,2.5,3,58731.50496666984,Error,125848.45615920989,4.508938812382884,204643.3517269594,74127.94931315053,0.12397188823057419,825107.2323479082,0.1238286569283551,447540.23887632485,214824.460408283,0.08063218373075609,0.04403806750831273,Error,39375.841437039104,102125.77276104652,37267.05314963678,825107.2323479082,212959.1861146228,235320.55818395564,110.50030875742411,306.43,67.93,38.19,73.99,4.508938812382884,0.9762819217561765,1.7665809195088855,180.94987525028492,12.25,-83.34,36.39,-70.83
Bx,2015-04-02 19:37:54,2015-04-02 21:07:54,2.5,3,287668.73934077605,Error,186164.12219857605,1.740307789961792,113330.04789161414,131897.14489641075,0.3500797519341855,6256.7744121806345,0.28201148421554406,37351.6716550575,59638.16763331411,0.2919139914316425,0.26845923981239317,Error,130819.97670911775,71296.95762449501,66244.34849945777,287668.73934077605,109066.79508609997,77634.86619568363,71.18102822623217,310.32,62.0,39.05,67.41,1.740307789961792,0.5865544514711114,0.5775484452194067,98.46459161138115,12.25,-83.34,36.39,-70.83
By,2015-04-02 19:37:54,2015-04-02 21:07:54,2.5,3,51563.948274725495,Error,140417.28731871967,1.4758277790640937,159417.99717635408,73637.7880857289,0.7279492224188167,165695.276555821,0.6922193117542114,163402.69110152745,135245.23099409303,0.7418873042366956,0.6843281187452079,Error,214624.00930527603,242202.4648390193,300565.24706588086,300565.24706588086,164677.1940717146,70383.44851674439,42.74025247606137,290.77,77.47,29.24,84.72,1.4758277790640937,0.8644423472438051,0.30644548200093924,35.45007749539486,12.25,-83.34,36.39,-70.83
Bz,2015-04-02 19:37:54,2015-04-02 21:07:54,2.5,3,18579.11889224976,Error,98261.55643393262,0.45892253767057,136832.020019665,73404.3534081912,0.17801821443616514,464913.0958641676,0.14601026550498483,174798.80534364897,56919.67177093397,0.09168415824674979,0.04395075623359322,Error,13918.355424591733,65736.32049792976,35254.75299137863,464913.0958641676,113861.80506466892,126555.58129004766,111.14840592784311,306.43,67.93,38.19,73.99,0.45892253767057,0.18371718641841261,0.14504965274367487,78.95268568577296,12.25,-83.34,36.39,-70.83
Bx,2015-04-03 19:50:35,2015-04-03 21:20:35,2.5,3,20999.82908634132,Error,27458.33907409321,0.33234901400786265,29363.457252129,29677.77946335131,0.12290637472853891,25838.98902822408,0.12529290066766408,13630.723440190923,14718.645866003815,0.16535167251964294,0.14507822917709054,Error,44559.53365698889,39608.69564985391,33551.66425798347,44559.53365698889,27940.76567751599,9387.630438517488,33.59832921855732,302.82,74.57,41.92,80.69,0.33234901400786265,0.17819563822015982,0.07858828895119281,44.10225173642992,12.25,-83.34,36.39,-70.83
By,2015-04-03 19:50:35,2015-04-03 21:20:35,2.5,3,2274.1313785831967,Error,1753.7608495351346,0.3952897850254946,2815.0771524242,535.1633494393527,0.2642740898524907,6949.598522294431,0.3164768693626255,11746.774052475223,8988.09687189521,0.40024317868263404,0.2826545223870426,Error,14157.769380779671,25801.83585050455,27686.92478583581,27686.92478583581,10270.913219376678,9280.917535789471,90.36117176299841,290.77,77.47,29.24,84.72,0.40024317868263404,0.33178768906205747,0.05643623941503504,17.009744868646777,77.2,-85.5,33.68,-76.55
Bz,2015-04-03 19:50:35,2015-04-03 21:20:35,2.5,3,9112.244878278574,Error,3937.666091412814,0.08357173911852914,6120.121469561303,16895.18954915609,0.0500006890536392,20073.4579287819,0.05637874138738236,17633.626613262342,5327.182778379156,0.05390034483323345,0.026465665123379632,Error,2099.2116030067355,4961.945220919191,14639.849074514359,20073.4579287819,10080.049520727247,6252.900943027076,62.032442699507165,306.43,67.93,38.19,73.99,0.08357173911852914,0.054063435903232746,0.018189392847531304,33.64453728040556,12.25,-83.34,36.39,-70.83
Bx,2015-04-03 20:52:03,2015-04-03 22:22:03,2.5,3,32670.776134513562,Error,13717.545684218047,3.041468431662336,9028.070463939759,14329.79786234374,0.10508118896765559,8923.522928533735,0.08792761548301921,13085.296728552294,17472.045474279876,0.11098481659832446,0.08461069358268837,Error,40934.97033095856,22161.230505297877,26217.270100673715,40934.97033095856,19854.052621331117,10054.002143546957,50.639546168750336,302.82,74.57,41.92,80.69,3.041468431662336,0.6860145492588047,1.1777691057799096,171.68281737645572,12.25,-83.34,36.39,-70.83
By,2015-04-03 20:52:03,2015-04-03 22:22:03,2.5,3,660.7002161080079,Error,17974.240676405494,0.28887378385250995,7590.170490269982,11187.487906629398,0.130643782204435,21571.77272373672,0.1663861904430331,23738.738046191967,12106.69461256738,0.2382304190401853,0.17324591777939735,Error,36308.88371044756,46525.47538182159,73153.267505292,73153.267505292,25081.74312694701,20555.14194296908,81.95260528318425,290.77,77.47,29.24,84.72,0.28887378385250995,0.19947601866391212,0.05659451505111185,28.371588439643624,12.25,-83.34,36.39,-70.83
Bz,2015-04-03 20:52:03,2015-04-03 22:22:03,2.5,3,30084.75173784751,Error,14861.504376176257,0.621266708382928,4786.752772809456,6689.496781103015,0.025520779319996634,57926.03824545906,0.01955408754240497,31949.17750128239,12167.189021639499,0.043183648742090006,0.020072413395804494,Error,4929.757272424284,14427.599654717254,25110.104111330336,57926.03824545906,20293.237147478903,15692.851987640866,77.33045188204703,306.43,67.93,38.19,73.99,0.621266708382928,0.1459195274766448,0.2378281658108853,162.98583878634815,12.25,-83.34,36.39,-70.83
Bx,2015-04-04 23:02:57,2015-04-05 00:32:57,2.5,3,4456.962231922743,Error,7142.323155619202,0.5250761359346676,3025.759817100605,3801.114796396347,0.07643661631791379,3782.37921862917,0.12723292788895899,3074.2632315350434,8105.636511917977,0.15609580251526328,0.13741137731312894,Error,11179.363024556795,6070.419378298525,4053.9316852483644,11179.363024556795,5469.215305122477,2511.556677240609,45.92170059365336,302.82,74.57,41.92,80.69,0.5250761359346676,0.2044505719939865,0.16247050625639373,79.466887606053,12.25,-83.34,36.39,-70.83
By,2015-04-04 23:02:57,2015-04-05 00:32:57,2.5,3,1046.9450016527012,Error,5668.169405894516,0.15650418869457658,9709.979531357274,16698.77610759988,0.04754321648544402,29887.447427352017,0.05601752421780117,35367.25010278328,45000.860652438765,0.06645751592564651,0.048853350460428,Error,7796.769866539132,3701.2992050864646,3234.420985178115,45000.860652438765,15811.191828588213,14698.806965600492,92.96457297433822,307.87,70.68,42.58,76.38,0.15650418869457658,0.07507515915677926,0.04126435554897143,54.964060033225095,12.25,-83.34,36.39,-70.83
Bz,2015-04-04 23:02:57,2015-04-05 00:32:57,2.5,3,2638.4104440971946,Error,14685.561248302738,0.14344671612980378,32753.041350709682,5195.525115172232,0.07115214118368264,78642.85572285061,0.024451889066606298,43119.03612662856,13779.190048771357,0.036981294493814564,0.010401251815061041,Error,6213.925773966121,11465.112715512138,6924.926023023183,78642.85572285061,21541.758456903382,22657.760123851673,105.18064330347482,306.43,67.93,38.19,73.99,0.14344671612980378,0.05728665853779367,0.047548876731217424,83.00165857962907,12.25,-83.34,36.39,-70.83
Bx,2015-04-04 23:27:10,2015-04-05 00:57:10,2.5,3,18717.16122631102,Error,6956.5766835667955,0.8676917855486552,5413.048174658704,4927.105163447947,0.08471094062907976,5604.840067511477,0.13391968991302264,5029.615786173534,9102.196973456501,0.16267311354132685,0.1491858615172476,Error,4516.315592590088,2076.2558426670025,2982.3305991088,18717.16122631102,6532.544610949187,4457.865475308505,68.24087305636894,310.32,62.0,39.05,67.41,0.8676917855486552,0.2796362782298664,0.2952071083669543,105.56824394733518,12.25,-83.34,36.39,-70.83
By,2015-04-04 23:27:10,2015-04-05 00:57:10,2.5,3,1815.2440812798548,Error,2376.1744209336257,0.2331975341360416,4449.501797777093,4699.938219580931,0.04398195067089254,4847.341708922554,0.056379453039349346,6139.844819955363,5987.729066929539,0.06945567912744803,0.04946506380317408,Error,3472.145721952948,6797.221206720986,9401.149048237387,9401.149048237387,4998.629009229027,2113.1212142339205,42.27401574176519,290.77,77.47,29.24,84.72,0.2331975341360416,0.09049593615538112,0.0718574369621911,79.40404841916016,12.25,-83.34,36.39,-70.83
Bz,2015-04-04 23:27:10,2015-04-05 00:57:10,2.5,3,1625.1296762691109,Error,27136.673836240814,0.23799150939895555,35488.94318132723,4936.637642418389,0.035874262977959245,6212.846783443618,0.019812916892373588,5482.134491777937,9896.515828686099,0.03795686526644494,0.013890035992533994,Error,1880.4183293143703,2951.849071201513,2740.4849696770516,35488.94318132723,9835.163381035614,11144.169500559048,113.3094496635154,307.1,65.42,37.22,71.43,0.23799150939895555,0.06910511810565345,0.08494179530094287,122.91679347262968,12.25,-83.34,36.39,-70.83
Bx,2015-04-05 18:44:46,2015-04-05 20:14:46,2.5,3,712.8788934992641,Error,1372.2157839075303,0.2658466796210544,3673.5291862626163,13731.228609200452,0.16713755643159373,32521.45498858692,0.06841779423748356,54817.990725724056,50368.99658511629,0.09579252598636057,0.07633996862601237,Error,7796.417819443735,11150.052914259044,6753.6064521541575,54817.990725724056,18289.83719581541,19208.49591058323,105.02278235138147,306.47,69.25,39.39,75.25,0.2658466796210544,0.13470690498050092,0.07424912390234102,55.119018518827026,12.25,-83.34,36.39,-70.83
By,2015-04-05 18:44:46,2015-04-05 20:14:46,2.5,3,874.4631113564658,Error,1099.3639048150746,3.416287932565647,471.43468594827385,2086.9678298039703,1.410086262105985,5130.684645851472,0.10295065356223665,6006.212413784037,4962.68511318337,0.1296008780617511,0.09732161482041382,Error,48008.334260917516,22604.38701144101,18764.13449285856,48008.334260917516,11000.866746995975,14322.14456786002,130.1910558254057,302.82,74.57,41.92,80.69,3.416287932565647,1.0312494682232067,1.2945158089104187,125.52887044303715,12.25,-83.34,36.39,-70.83
Bz,2015-04-05 18:44:46,2015-04-05 20:14:46,2.5,3,1564.2826843726068,Error,978.041133752236,0.10220727416599555,1644.5739027266231,6028.516318607919,0.07832570945074775,5900.480060876263,0.06018572549606255,13762.565183357478,50389.74803527697,0.08054169873911864,0.0329972641791571,Error,20426.24189905727,11998.556335292402,2652.1675113923347,50389.74803527697,11534.51730647121,14295.389324395774,123.9357395248402,307.87,70.68,42.58,76.38,0.10220727416599555,0.07085153440621632,0.02315016305518856,32.67418729770999,12.25,-83.34,36.39,-70.83
Bx,2015-04-05 21:14:19,2015-04-05 22:44:19,2.5,3,30914.126699483437,Error,7074.280329193455,0.4750672839131584,4172.67604365785,4860.754251366056,0.04541042938655775,13375.964782429864,0.042264256086148866,11045.193255159893,12792.082803827247,0.06341572275056995,0.04168422251575908,Error,16073.725217769677,9648.52511671552,11025.45785504636,30914.126699483437,12098.278635464936,7215.628040538185,59.6417743214003,310.32,62.0,39.05,67.41,0.4750672839131584,0.13356838293043882,0.1709349948896781,127.97564149496326,12.25,-83.34,36.39,-70.83
By,2015-04-05 21:14:19,2015-04-05 22:44:19,2.5,3,1761.694187688822,Error,11065.530647820542,0.12012398263433358,13591.097740980875,15859.96224437511,0.0334796592305564,15251.817463915848,0.048634600029461454,12614.100890148735,15576.37583136547,1.4597030855556448,2.221476981438825,Error,4312.990593634634,9271.61561017369,8573.479862073898,15859.96224437511,10787.866507217763,4587.499312692852,42.52462068958237,309.28,67.02,40.87,72.64,2.221476981438825,0.7766836617777642,0.9019336458727764,116.12625451761474,88.68,-83.67,38.23,-78.32
Bz,2015-04-05 21:14:19,2015-04-05 22:44:19,2.5,3,10721.347162164473,Error,29924.95093803241,0.27154252360379577,29841.883896312887,10066.07706727471,0.02774871230618568,38277.826045098554,0.03794264767032108,9910.411525116364,4183.58742525089,0.04166763373096494,0.020098694329806988,Error,3407.9160661302894,2141.83685638874,2494.4905059542702,38277.826045098554,14097.03274877236,12721.576393746176,90.24293708088345,306.43,67.93,38.19,73.99,0.27154252360379577,0.07980004232821489,0.09617161026891459,120.5157384169848,12.25,-83.34,36.39,-70.83
Bx,2015-04-05 23:04:28,2015-04-06 00:34:28,2.5,3,1981515.2270291564,Error,1400193.446187887,96.36279951885847,1252502.5579218809,4071282.6267995844,846.0458168375385,11032404.293444015,94.47844647438411,1621635.471926611,405884.58657786937,15.219129054813928,0.22451107850384378,Error,33385.21743697518,25375.098842034728,28716.77631120909,11032404.293444015,2185289.5302477228,3174698.6844980125,145.27588406732224,306.43,67.93,38.19,73.99,846.0458168375385,210.46614059281978,320.236531576849,152.15584353608568,37.63,-84.81,36.76,-73.53
By,2015-04-05 23:04:28,2015-04-06 00:34:28,2.5,3,1001973.7655748855,Error,1335726.697341264,59.23214954159425,1059048.9072629474,3002088.3264908446,12.163662548504067,1283595.6489363895,1.4686729431417835,417601.9120834074,102463.55403336382,0.7472777557106915,0.41243184160165236,Error,32467.06730808441,35443.1013668127,33209.51236699181,3002088.3264908446,830361.8492764991,886744.0025189976,106.7900702918402,309.28,67.02,40.87,72.64,59.23214954159425,14.804838926110492,22.64231203765793,152.9385908935822,12.25,-83.34,36.39,-70.83
Bz,2015-04-05 23:04:28,2015-04-06 00:34:28,2.5,3,3328563.776661262,Error,2634778.1565826903,86.13778980874598,4471965.866523186,4516641.792685399,8.880183951474665,3290359.9570865794,243.27426413659225,1536569.440567072,1570351.2697221097,0.5104165013596996,0.1906182200719475,Error,14070.45257212163,20337.530606261396,14210.207258915178,4516641.792685399,2139784.8450265597,1681887.73823976,78.60078746463334,309.28,67.02,40.87,72.64,243.27426413659225,67.7986545236489,93.4857777157289,137.88736424425656,57.96,-84.42,39.07,-75.24
Bx,2015-04-05 23:11:35,2015-04-06 00:41:35,2.5,3,1160425.559957434,Error,2316157.0314858137,94.33863584748245,3052309.613057575,4507608.29756588,810.910448509968,8956630.652861051,74.97935438036656,1813392.340084935,300525.0685306612,11.193471783971548,0.21288005132200782,Error,35149.4581137312,27270.946636908036,27491.184591116627,8956630.652861051,2219696.0152885104,2658542.2342311186,119.77055488319053,306.43,67.93,38.19,73.99,810.910448509968,198.3269581146221,308.40066953656157,155.50113432301166,37.63,-84.81,36.76,-73.53
By,2015-04-05 23:11:35,2015-04-06 00:41:35,2.5,3,966541.1124130266,Error,2396779.903870253,47.841102496293836,2041133.3807123713,2392281.5663200794,16.19373486579694,681059.9616914983,1.26830596534018,240937.2320919993,71791.03253244529,0.6239397799796973,0.3493354588690756,Error,11544.508895594303,20776.71937985831,22374.85482026466,2396779.903870253,884522.0272727391,962928.5014033404,108.86427603983513,308.27,64.17,37.85,69.98,47.841102496293836,13.255283713255944,18.3009034831817,138.06497000799678,12.25,-83.34,36.39,-70.83
Bz,2015-04-05 23:11:35,2015-04-06 00:41:35,2.5,3,3938261.244409655,Error,3525415.0472879326,94.5995064102015,4601373.271868753,4867047.480782333,10.653837087607217,2854475.90430366,197.79112890436843,1252129.060986516,1002917.2097158699,0.46902833699041396,0.15487892746427745,Error,5373.214446447362,10506.25333355519,7783.584859284489,4867047.480782333,2206528.227199401,1866372.8062204255,84.58413462443161,309.28,67.02,40.87,72.64,197.79112890436843,60.73367593332635,77.12489681574824,126.98868565178935,57.96,-84.42,39.07,-75.24
Bx,2015-04-11 20:29:00,2015-04-11 21:59:00,2.5,3,1236.7367937793883,Error,4127.901234901408,0.03919116223988652,1618.3147314208607,4437.282973808923,0.024465522459070726,4585.205862752209,0.03202921906292893,2548.7506178205567,14196.960220597879,0.07368861688302758,0.03781258110856643,Error,23547.54922337827,2953.799325946422,9113.809612928335,23547.54922337827,6836.631059733425,6699.475497079189,97.99381359830782,302.82,74.57,41.92,80.69,0.07368861688302758,0.041437420350696044,0.01694039186272639,40.88186889858319,77.2,-85.5,33.68,-76.55
By,2015-04-11 20:29:00,2015-04-11 21:59:00,2.5,3,1729.8880002855153,Error,2085.7134329783107,0.07529796499872284,1756.0071987734427,15638.211249512038,0.04070743014496572,14934.879349526418,0.032377084352857945,15752.172070447064,65879.33760969886,0.038535798304251745,0.02303624834484864,Error,34701.30611032351,30459.308055203015,33591.899797458624,65879.33760969886,21652.87228742068,19073.923658786727,88.08957724222019,307.87,70.68,42.58,76.38,0.07529796499872284,0.04199090522912938,0.01774626649237028,42.26216699910431,12.25,-83.34,36.39,-70.83
Bz,2015-04-11 20:29:00,2015-04-11 21:59:00,2.5,3,4850.828294666779,Error,3412.4421415890993,0.026790642191211207,5003.687729463848,6016.716604260607,0.03845462545878634,53931.38347401282,0.024338565111931665,38515.55090454917,41095.09768351685,0.03723924359212703,0.015098277423620021,Error,6203.0337045618735,19606.802052415373,2086.4685194887024,53931.38347401282,18072.20111085251,18271.49429975036,101.10276101773886,306.43,67.93,38.19,73.99,0.03845462545878634,0.028384270755535256,0.008663112520999378,30.520821181604507,37.63,-84.81,36.76,-73.53
Bx,2015-04-11 21:29:59,2015-04-11 22:59:59,2.5,3,13660.474829379287,Error,32089.885505753875,0.10929374915729081,53771.53188368517,43334.33043260344,0.025338283499272942,20783.07721502329,0.025948075249093004,24789.784957789965,35471.68787269656,0.056474769091281025,0.022670281620732976,Error,58149.37687882945,23968.28509570224,28998.740096342168,58149.37687882945,33501.71747678054,13650.737880692777,40.746382301605486,302.82,74.57,41.92,80.69,0.10929374915729081,0.047945031723534155,0.03307617179330855,68.98769404103426,12.25,-83.34,36.39,-70.83
By,2015-04-11 21:29:59,2015-04-11 22:59:59,2.5,3,2663.6868127098683,Error,13462.406201785792,0.1501320825633512,16894.81623889964,39752.7023730591,0.018659295208893038,45524.94561130286,0.023341078702602196,30828.13563385833,16406.667523541408,0.029802252426847416,0.023833849390389007,Error,56206.69683274915,64375.893403729526,82547.81357822417,82547.81357822417,36866.37642098598,24233.05587718731,65.73213380253118,290.77,77.47,29.24,84.72,0.1501320825633512,0.049153711658416574,0.05061305611200747,102.96894050185325,12.25,-83.34,36.39,-70.83
Bz,2015-04-11 21:29:59,2015-04-11 22:59:59,2.5,3,2213.471053019971,Error,15178.866608981347,0.06936660297615792,26192.157330466172,9783.462261033452,0.025535075335435056,57811.198072095794,0.01599634172998267,34262.48898990343,32870.15640529286,0.03696963073553203,0.017694633674946177,Error,15583.123681046705,16697.970166849827,19569.082354618593,57811.198072095794,23016.197692330814,14901.993205355562,64.74567782462621,306.43,67.93,38.19,73.99,0.06936660297615792,0.03311245689041077,0.019582279134953747,59.13870782758103,12.25,-83.34,36.39,-70.83
Bx,2015-04-11 22:55:08,2015-04-12 00:25:08,2.5,3,1745.998501581114,Error,4601.827473309999,0.02402458228502709,2093.610470842484,1828.5094577410264,0.01790886857075044,1715.419358779127,0.016834292779183017,2356.4684299710843,2160.721961271576,0.043603886007678824,0.020693297439840348,Error,1358.877964913544,1773.0745811372503,4722.310589215149,4722.310589215149,2435.6818788762357,1143.7396066458996,46.95767606456033,290.77,77.47,29.24,84.72,0.043603886007678824,0.024612985416495946,0.009816493459182316,39.88339201063831,77.2,-85.5,33.68,-76.55
By,2015-04-11 22:55:08,2015-04-12 00:25:08,2.5,3,5709.056011280223,Error,20952.54684789599,0.027538421449874874,15145.807401829068,6385.062864369492,0.01657489017905767,2995.856607564935,0.021072390208908026,1393.03505182692,336.4922907185177,0.021199801704064842,0.01064644310911457,Error,1723.4259171526805,3134.5455290255663,4075.9444659377104,20952.54684789599,6185.17729876011,6321.714117253051,102.20748431124701,308.27,64.17,37.85,69.98,0.027538421449874874,0.019406389330203996,0.0056013548094231615,28.863456844624075,12.25,-83.34,36.39,-70.83
Bz,2015-04-11 22:55:08,2015-04-12 00:25:08,2.5,3,15459.117776058363,Error,17476.194816822797,0.2522443267438286,9662.719200356787,2359.6635819375642,0.021270374331824066,360.13986883083066,0.022207635081208103,967.9108187039536,1970.4583526586357,0.047746396125462706,0.018336120227776226,Error,1336.0639144194383,6180.161042010078,1205.3243230290034,17476.194816822797,5697.775369482745,6042.126635991152,106.04360902594988,308.27,64.17,37.85,69.98,0.2522443267438286,0.07236097050201992,0.09056289487706258,125.15433976183965,12.25,-83.34,36.39,-70.83
Bx,2015-04-12 19:33:03,2015-04-12 21:03:03,2.5,3,3651.524130474636,Error,1173.5131594795314,0.34660616833042096,1528.4269597293517,1187.5049569041273,0.03402812301549993,2772.7493272444667,0.027633308991891106,1193.342864479636,5134.136134487506,0.05060767211286893,0.022838402431514686,Error,3404.597767017724,1536.4329521013601,1754.4758359491093,5134.136134487506,2333.6704087867447,1284.4648822815027,55.040543747961614,307.87,70.68,42.58,76.38,0.34660616833042096,0.09634273497643911,0.12548343718204483,130.24691193656912,12.25,-83.34,36.39,-70.83
By,2015-04-12 19:33:03,2015-04-12 21:03:03,2.5,3,198.06574367759856,Error,1231.655883022031,0.2236245390975065,3796.1559130021797,3249.440452628857,0.02422090426975964,5853.108510975549,0.03062893760932719,4421.39770683897,4023.6333068971126,0.04425166118276156,0.04359064960583735,Error,3269.9259730274503,6129.7868625242945,9653.370388211562,9653.370388211562,4182.65407408056,2510.6063570878327,60.024240891585556,290.77,77.47,29.24,84.72,0.2236245390975065,0.07326333835303846,0.07556915908838335,103.1473050330217,12.25,-83.34,36.39,-70.83
Bz,2015-04-12 19:33:03,2015-04-12 21:03:03,2.5,3,857.2668323555752,Error,6470.908690682987,0.26385076024661847,2860.472613657332,4824.791942115082,0.010843598341145134,13773.396195878897,0.008274316836187933,3296.5512479077565,4013.1792312598977,0.03318655125014718,0.008796753448694712,Error,935.4577531053272,3097.358199740214,1327.2128266859788,13773.396195878897,4145.6595533389045,3620.9537223624707,87.34324842101815,306.43,67.93,38.19,73.99,0.26385076024661847,0.0649903960245587,0.09986315016539299,153.65831918866368,12.25,-83.34,36.39,-70.83
Bx,2015-04-13 18:58:39,2015-04-13 20:28:39,2.5,3,10101.984731430439,Error,10962.011546539758,0.07383834159034378,13345.768894197903,17061.951987743185,0.041937616007818874,19229.812647087907,0.5365469592121923,12072.610184356778,13147.754934346365,0.054280275854326654,0.03324735692490011,Error,9560.499029777966,17786.24781759747,11507.559713795967,19229.812647087907,13477.620148687372,3217.885199319613,23.875767114812277,306.43,67.93,38.19,73.99,0.5365469592121923,0.14797010991791634,0.19476625565471742,131.62540445685983,57.96,-84.42,39.07,-75.24
By,2015-04-13 18:58:39,2015-04-13 20:28:39,2.5,3,529.7029003239853,Error,2131.0459203217515,0.1367904572243023,4567.898084487621,4889.676360405706,0.49604888773437184,15656.07058754889,0.022884216797751693,10806.542980714075,11915.048727080168,0.03225148850107969,0.019045462484995317,Error,22263.819165196044,16395.026314741383,14374.813912306956,22263.819165196044,10352.964495312657,6728.520948804116,64.99124914270186,302.82,74.57,41.92,80.69,0.49604888773437184,0.14140410254850017,0.18260728498756915,129.13860467728418,37.63,-84.81,36.76,-73.53
